Name,Redshift,Classification,Requested
2MASX J23262438+1357430,0.043293,S0,S0
2MASX J23281164-3622412,0.094350,S0,S0
2MASX J23311412-3630405,0.096177,S0,S0
2MASX J23375364+2705168,0.032983,S0,S0
2MASX J23415045+1502386,0.070259,S0^-,S0
2MASX J23472636-3417326,0.038750,S0,S0
2MASX J23565667-0059119,0.032799,LINER,S0
2MASX J23571152-3521161,0.050528,E,E
2MASXi J0026356+170943,0.387100,E;BrClG,E
2MASXi J0108515-155748,0.042256,E,E
2MASXi J0115410-000827,0.090557,E,E
2MASXi J0451490-242310,0.022302,S0,S0
2MFGC 00913,0.044105,Sb(f),S0
2MFGC 01843,0.109967,S0,S0
2MFGC 02045,,SB(rs)cd?,B
2MFGC 03677,0.015221,SB(r)0+?,B
2MFGC 03677,0.015221,SB(r)0+?,S0
2MFGC 03758,,S0,S0
2MFGC 07125,0.055772,S0,S0
2MFGC 07651,0.031158,,S0
2MFGC 08347,0.028109,,S0/a
2MFGC 08347,0.028109,,S0
2MFGC 10335,0.021775,,S0/a
2MFGC 10335,0.021775,,S0
2MFGC 10387,0.021368,,S0
2MFGC 10387,0.021368,,S0/a
2MFGC 10713,0.038290,S0/a,S0/a
2MFGC 10713,0.038290,S0/a,S0
2MFGC 10841,0.051809,Sp,S0
2MFGC 12309,0.046745,S0,S0
2MFGC 13179,0.032120,S0,S0
2MFGC 13188,0.029944,S0,S0
2MFGC 13216,0.028123,S0,S0
2MFGC 13241,0.032200,S0,S0
2MFGC 14823,0.023810,SBb?           HII,B
2MFGC 16414,0.074818,S0,S0
2MFGC 16445,0.086270,S0             ELG,S0
2MFGC 16584,0.104366,E,E
2MFGC 17673,0.010517,S0,S0
2dFGRS S106Z164,0.053900,S0,S0
2dFGRS S107Z047,0.068500,S0,S0
2dFGRS S131Z112,0.032800,S0,S0
2dFGRS S132Z240,0.032983,S0,S0
2dFGRS S138Z189,0.063700,E,E
2dFGRS S140Z231,0.073000,E,E
2dFGRS S158Z097,0.045800,S0,S0
2dFGRS S170Z187,0.031365,E,E
2dFGRS S182Z055,0.035500,E,E
2dFGRS S196Z031,0.072527,E,E
2dFGRS S196Z065,0.065500,E,E
2dFGRS S196Z114,0.033987,E,E
2dFGRS S197Z187,0.030057,E,E
2dFGRS S203Z075,0.055702,E,E
2dFGRS S205Z142,0.073141,E,E
2dFGRS S217Z161,0.069811,S0,S0
2dFGRS S218Z256,0.107600,S0,S0
2dFGRS S240Z257,0.069094,S0,S0
2dFGRS S241Z239,0.068800,S0,S0
2dFGRS S242Z182,0.043500,E,E
2dFGRS S251Z236,0.062100,S0,S0
2dFGRS S259Z039,0.027800,E,E
2dFGRS S265Z245,0.082000,E,E
2dFGRS S310Z146,0.058100,S0,S0
2dFGRS S311Z055,0.057800,S0,S0
2dFGRS S320Z081,0.070100,E,E
2dFGRS S386Z225,0.041700,S0,S0
2dFGRS S390Z064,0.060557,S0,S0
2dFGRS S447Z229,0.033100,E,E
2dFGRS S448Z255,0.034800,E,E
2dFGRS S467Z174,0.023259,S0,S0
2dFGRS S472Z161,0.068200,S0,S0
2dFGRS S518Z162,0.078588,E,E
2dFGRS S848Z606,0.006300,S0,S0
2dFGRS S861Z423,0.052300,E,E
2dFGRS S861Z659,0.044941,E,E
2dFGRS S876Z622,0.016287,E,E
3C 076.1,0.032489,E1?;FRI        LERG,E
3C 098,0.030454,E1?;NLRG;HEG   Sy2,E
3C 120,0.033010,S0;LPQ;BLRG    Sy1,S0
3C 353,0.030421,SA0-;NLRG      LEG,A
3C 353,0.030421,SA0-;NLRG      LEG,S0
4C +00.05,0.079257,E;BrClG        AGN,E
4C +00.37,0.096834,Scd            AGN,E
4C +06.42,0.097426,cD;BrClG;E,E
4C +12.42,0.081150,E,E
4C +32.25,0.051196,E              WLAGN,E
4C +32.52A,0.062737,E,E
4C +48.29,0.053152,FR II          WLAGN,S0
6dF J0351333-463546,0.003432,Im,E
6dF J0427505-360410,0.047306,S0,S0
6dF J0441126-351708,0.044331,S0,S0
6dF J0441580-365723,0.045775,E,E
6dF J0922133-074750,0.005684,SB(s)dm:,B
6dF J1300298-133842,0.014410,IB(s)m,B
6dF J2026565-084849,0.015577,SB(s)m,B
6dF J2039297-334918,0.045051,E,E
6dF J2111237-353155,0.032126,E,E
6dF J2123395-201248,0.062593,S0,S0
6dF J2125032-404312,0.018566,E,E
6dF J2145196-341427,0.071029,E,E
6dF J2157206-394039,0.014850,E,E
6dF J2248242-325229,0.055388,S0,S0
6dF J2309519-585018,0.033997,S0,S0
6dF J2354457-280333,0.050495,E,E
ABELL 0116:KYDISC 00005,0.067321,E0,E
ABELL 0548:[KMD98] 011,0.041168,S0,S0
ABELL 0548:[KMD98] 025,0.039007,E,E
ABELL 0690:KYDISC 00002,0.078961,cD;BrClG       WLRG,E
ABELL 0851:[DG92] 234,0.459200,SBb,B
ABELL 0851:[DG92] 246,0.510000,S0,S0
ABELL 0851:[DG92] 278,0.400000,E,E
ABELL 0851:[DG92] 349,0.277900,S0,S0
ABELL 0851:[DG92] 396,0.280100,S0/a,S0
ABELL 0851:[DG92] 431,0.410000,S0,S0
ABELL 0851:[DSP99] 099,0.692900,S0/E,E
ABELL 0851:[DSP99] 099,0.692900,S0/E,S0
ABELL 1069:[KMD98] 021,0.056039,S0,S0
ABELL 1139:KYDISC 00002,0.039486,cE,E
ABELL 1139:KYDISC 00006,0.041482,SB(rs)b?,B
ABELL 1139:KYDISC 00008,0.040250,SA(r)0-,A
ABELL 1139:KYDISC 00008,0.040250,SA(r)0-,S0
ABELL 1139:KYDISC 00010,0.039326,E,E
ABELL 1139:KYDISC 00011,0.041369,Sa,S0/a
ABELL 1139:KYDISC 00011,0.041369,Sa,S0
ABELL 1139:KYDISC 00013,0.039190,S03,E
ABELL 1139:KYDISC 00014,0.039189,S0,S0
ABELL 1139:KYDISC 00015,0.038943,SAab,A
ABELL 1139:KYDISC 00016,0.039943,(R)SB(r)0/a,B
ABELL 1139:KYDISC 00016,0.039943,(R)SB(r)0/a,S0/a
ABELL 1139:KYDISC 00016,0.039943,(R)SB(r)0/a,S0
ABELL 1139:KYDISC 00019,0.037600,S0,S0
ABELL 1139:KYDISC 00021,0.041127,S0,S0
ABELL 2061:KYDISC 00004,0.075681,E0,E
ABELL 2199:[BO85] 097,,S0,S0
ABELL 2390:[LMM91] 575,0.224032,E/S0,S0
ABELL 2390:[LMM91] 575,0.224032,E/S0,E
ABELL 2390:[YEA96] 100873,0.227985,Sa,S0
ABELL 2390:[YEA96] 100881,0.234507,E,E
ABELL 2390:[YEA96] 100908,0.246522,E,E
ABELL 2390:[YEA96] 100975,0.233532,E,E
ABELL 2390:[YEA96] 100995,0.228257,E,S0
ABELL 2390:[YEA96] 101106,0.231891,E,E
ABELL 2390:[YEA96] 101183,0.230047,E,E
ABELL 2390:[YEA96] 101197,0.237168,E,E
ABELL 2390:[YEA96] 101265,0.231574,E,E
ABELL 2390:[YEA96] 101273,0.226230,E,S0
ABELL 2390:[YEA96] 101374,0.219035,E,E
ABELL 2390:[YEA96] 101496,0.241153,S0,S0
ABELL 2734:[KMD98] 011,0.058180,S0,S0
ABELL 3151,0.067600,I-II   [BM];R  [A],E
ABELL 3158,0.059174,I-II   [BM];R  [A],E
ABELL 3266,0.059060,I-II   [BM];R  [A],E
ABELL 3558:[KMD98] 051,0.048510,E              ELG,E
ABELL 3558:[MGP94] 2671,0.044030,S0,S0
ABELL 3558:[MGP94] 2709,0.047219,E,E
ABELL 3764:[KMD98] 011,0.075879,S0,S0
ABELL 3764:[KMD98] 012,0.071870,S0,S0
ABELL 3764:[KMD98] 015,0.076997,S0             ELG,S0
ABELL 3764:[KMD98] 040,0.074728,S0,S0
ABELL S0112:[GMT93] A,0.064034,E,S0
ABELL S0112:[GMT93] B,0.066002,S0,E
ABELL S0112:[GMT93] C,0.074311,S0,E
ABELL S0963:[GMT93] E,0.032269,S0,S0
ABELL S0963:[GMT93] I,0.032616,E,S0
ABELL S0997:[GMT93] A,0.031125,E,E
ABELL S0997:[GMT93] E,0.031125,S0,E
ABELL S0997:[GMT93] M,0.059294,E,E
ABELL S0997:[GMT93] N,0.031979,S0,E
ABELL S1172:[C93] 15,0.051235,E,E
AM 0001-531,0.032000,SA0-:,S0
AM 0001-531,0.032000,SA0-:,A
AM 0002-305,,E,E
AM 0004-443,0.046666,E+1,E
AM 0009-372,,INTERACTING,E
AM 0011-335,,RICH,E
AM 0011-415 NED01,0.040481,INTERACTING,S0
AM 0012-235 NED02,0.063631,E,E
AM 0013-272,0.055400,INTERACTING,E
AM 0014-270,0.055589,E,E
AM 0016-265 NED01,0.036500,E,E
AM 0016-265 NED02,0.035044,E,E
AM 0016-395,,INTERACTING,E
AM 0016-575,0.005821,(R)SA(s)0/a pec:,S0/a
AM 0016-575,0.005821,(R)SA(s)0/a pec:,S0
AM 0016-575,0.005821,(R)SA(s)0/a pec:,A
AM 0017-615 NED01,0.037066,,S0
AM 0020-571,0.035061,S0,S0
AM 0026-310 NED01,0.024213,Elliptical,E
AM 0030-394,,E,E
AM 0031-380,0.030608,E,E
AM 0031-570,0.025017,SA0+: pec,S0
AM 0031-570,0.025017,SA0+: pec,A
AM 0032-255,0.063897,INTERACTING,E
AM 0033-262 NED02,,INTERACTING,E
AM 0036-390 NED02,0.063861,E,E
AM 0037-375,0.062924,INTERACTING,S0
AM 0037-375,0.062924,INTERACTING,E
AM 0038-383,0.022676,E,E
AM 0038-384,0.023803,E,E
AM 0039-383,0.023383,S0,S0
AM 0041-364,0.013170,E,E
AM 0051-234 NED01,0.067230,E2      poss. LINER?,E
AM 0051-234 NED02,0.031375,S0?,S0
AM 0052-575,0.033696,S0,S0
AM 0052-603 NED01,0.027779,S0,S0
AM 0054-471,0.029174,S0,S0
AM 0055-491,,,B
AM 0055-530,0.027526,(R:)SA(l)0^0,S0
AM 0056-283 NED01,0.058407,S0,E
AM 0056-535 NED02,0.029357,S0,S0
AM 0058-665,0.070232,S0,S0
AM 0059-254 NED03,0.039804,S0,S0
AM 0059-374 NED01,0.030578,E,E
AM 0059-374 NED02,0.031085,S0,S0
AM 0059-374 NED03,0.048684,E,E
AM 0100-374,0.030254,S0,S0
AM 0101-591 NED02,0.028249,SB0^0,S0
AM 0102-463 NED02,0.030521,S0,S0
AM 0102-464,0.030621,S0,S0
AM 0103-234,0.055869,S0,S0
AM 0103-304,0.022139,RING,S0
AM 0104-613 NED01,0.026749,(R')SA(s)a:,S0
AM 0105-420 NED01,0.023533,(R)SB(rl)0^+,E
AM 0106-285 NED02,0.018513,SB(rs)0,E
AM 0111-303,0.020664,E,E
AM 0111-454,,2 S0 galaxies,E
AM 0114-245,0.062146,E,E
AM 0114-614 NED01,0.014270,,S0
AM 0117-302,0.035815,E,E
AM 0118-500,0.024430,SAB(rl)0^+,E
AM 0119-444 NED01,0.024227,S0,S0
AM 0119-613,,E+S,E
AM 0122-381,,INTERACTING,E
AM 0124-355,0.034917,E,E
AM 0124-385 NED03,0.033847,(R)SA(l)0^0,A
AM 0124-385 NED03,0.033847,(R)SA(l)0^0,S0
AM 0125-234,0.042223,S0,S0
AM 0126-323,,E,E
AM 0127-331,,INTERACTING,E
AM 0128-235 NED02,0.032179,S0,S0
AM 0131-434 NED01,0.055518,S0,S0
AM 0131-434 NED02,0.055812,RING,S0
AM 0132-330,0.063741,E,E
AM 0133-380 NED02,0.032522,E,E
AM 0135-624,0.029367,SA0^0^,S0
AM 0135-624,0.029367,SA0^0^,E
AM 0135-624,0.029367,SA0^0^,A
AM 0136-465,0.022452,S0,S0
AM 0139-655 NED02,0.027406,S0,S0
AM 0141-634 NED02,0.092289,S0,S0
AM 0143-463,,INTERACTING,E
AM 0152-494,0.021455,S0,E
AM 0156-551 NED01,0.048310,,S0
AM 0203-583,0.020484,COMPACT,S0
AM 0206-571,0.027599,S0,S0
AM 0208-225,0.055755,S0,S0
AM 0208-323,,INTERACTING,S0
AM 0208-503,0.066529,S0,E
AM 0209-270,0.055662,S0,S0
AM 0213-505,0.021318,E,E
AM 0217-340,,INTERACTING,S0
AM 0217-650,0.067634,(R')SB(s)a,S0
AM 0219-581,0.021105,S0,S0
AM 0222-583,,INTERACTING,E
AM 0223-234 NED01,0.051372,S0,S0
AM 0224-233,0.053310,S0,S0
AM 0224-594,0.044030,E,E
AM 0228-234,,INTERACTING,S0
AM 0231-302,,S0,S0
AM 0231-335,0.070600,INTERACTING,S0
AM 0231-335,0.070600,INTERACTING,E
AM 0232-460,0.033018,S0,S0
AM 0234-594,0.022506,S0,S0
AM 0240-254 NED01,,S0,S0
AM 0241-623,0.069515,S0,S0
AM 0248-494,0.075169,INTERACTING,S0
AM 0250-405 NED01,0.046600,S0,S0
AM 0251-345 NED01,0.015117,S0,S0
AM 0251-345 NED02,,S0,S0
AM 0254-425 NED01,,S0,S0
AM 0256-231 NED02,0.036162,S0,S0
AM 0257-370,0.066139,S0 pec,S0
AM 0300-781,,,E
AM 0309-473 NED02,0.082667,S0,E
AM 0309-473 NED02,0.082667,S0,S0
AM 0314-511,0.073851,S0,S0
AM 0316-455,,,E
AM 0316-455 NED01,0.076610,S0,S0
AM 0316-455 NED02,0.082080,S0,S0
AM 0316-455 NED05,0.081233,S0,S0
AM 0318-292,,INTERACTING,E
AM 0318-582,,S0,S0
AM 0319-454,,S0,S0
AM 0321-425,0.029147,S0,S0
AM 0322-573,0.045128,SA(rl)0/a,S0
AM 0324-334,0.068404,E(in cluster),S0
AM 0326-460,0.068177,Elliptical,S0
AM 0326-594,0.070008,S0,S0
AM 0327-285,0.036892,(SB(s)b)+(SAB(s)0),E
AM 0327-291,0.071900,INTERACTING,E
AM 0330-324,0.065899,S,S0
AM 0331-360 NED01,0.005137,E4:,E
AM 0331-551 NED01,0.046068,S0,S0
AM 0332-391 NED02,0.061132,E,E
AM 0332-391 NED05,0.072744,E,E
AM 0333-611,0.003924,IB(s)m,B
AM 0334-254 NED01,0.048760,E,E
AM 0337-353,0.002669,SAB(s)0^0^:,E
AM 0337-353,0.002669,SAB(s)0^0^:,AB
AM 0337-353,0.002669,SAB(s)0^0^:,S0
AM 0337-355,-0.000017,E0:,S0
AM 0337-355,-0.000017,E0:,E
AM 0340-472 NED01,0.034287,E,E
AM 0343-362,0.004493,E4,E
AM 0345-362,0.004039,E2,E
AM 0347-533,,INTERACTING,E
AM 0347-533,,INTERACTING,S0
AM 0350-321,0.033296,E(M32?),S0
AM 0350-374,0.063917,(interacting) or BCD,S0
AM 0353-431,0.100213,S0,E
AM 0357-463 NED01,0.065119,S0,S0
AM 0357-614 NED01,0.018546,S0,S0
AM 0358-445,0.005447,S0,S0
AM 0358-520 NED03,0.036072,,S0
AM 0359-594 NED03,0.060615,S0,S0
AM 0402-354,,S0,S0
AM 0406-305 NED01,0.062513,E,E
AM 0406-305 NED02,0.059991,E,E
AM 0406-310 NED01,0.056649,E,E
AM 0406-624 NED01,,SAB(rs)b,B
AM 0406-624 NED02,0.018926,S0-:,S0
AM 0407-553,0.098978,S0,S0
AM 0409-594 NED01,0.059041,INTERACTING,S0
AM 0410-291 NED01,0.062250,S0,S0
AM 0410-422 NED02,0.069588,INTERACTING,S0
AM 0411-591 NED02,0.047803,,S0
AM 0412-390 NED01,0.050600,S0,S0
AM 0413-380 NED01,0.052893,S0,S0
AM 0420-452 NED02,0.048323,S0,S0
AM 0421-283,,S0,S0
AM 0422-275 NED02,0.049714,E,E
AM 0422-471 NED02,0.054014,S0,S0
AM 0422-471 NED03,,S0,S0
AM 0422-485,0.049763,S0,S0
AM 0423-441 NED02,0.052079,S0,S0
AM 0424-372 NED01,,S0,S0
AM 0424-433 NED01,0.050515,S0,S0
AM 0424-474,,INTERACTING,E
AM 0424-605,,INTERACTING,E
AM 0426-584 NED01,0.023073,S0,S0
AM 0427-344,,S0,S0
AM 0427-474,0.039694,S0,S0
AM 0430-423 NED02,0.034754,E,E
AM 0432-625,0.053580,(R)SA0^0,S0
AM 0432-625,0.053580,(R)SA0^0,A
AM 0433-393,0.046762,RING,S0
AM 0433-654,0.004116,IB(s)m,B
AM 0435-524,,INTERACTING,E
AM 0435-524 NED01,0.037739,E,E
AM 0436-342,0.060318,RING,S0
AM 0437-314,,S0,S0
AM 0438-354,,INTERACTING,E
AM 0438-444 NED02,0.031755,E,E
AM 0440-442,0.040308,S0;E,E
AM 0441-473 NED02,0.047673,S0,S0
AM 0445-274 NED01,,S0,S0
AM 0445-274 NED02,,S0,S0
AM 0445-445,,INTERACTING,E
AM 0447-545,0.039601,SA(r)0-?,S0
AM 0447-545,0.039601,SA(r)0-?,A
AM 0448-622 NED01,,INTERACTING,E
AM 0454-471,,E,E
AM 0457-440,,E,E
AM 0458-455,0.042583,E: pec + comp,E
AM 0505-230,,INTERACTING,E
AM 0506-410,,S0,S0
AM 0508-373,,INTERACTING,E
AM 0513-511,,INTERACTING,S0
AM 0513-511,,INTERACTING,E
AM 0533-235,,INTERACTING,E
AM 0539-271 NED01,0.043510,INTERACTING,S0
AM 0551-395,,INTERACTING,E
AM 0552-410 E,0.035475,INTERACTING,E
AM 0557-522 NED03,0.032022,S0^0^ sp,S0
AM 0627-263 NED01,0.024150,SAB0^0^:,S0
AM 0627-263 NED01,0.024150,SAB0^0^:,AB
AM 0628-264,,INTERACTING,E
AM 0647-691,,INTERACTING,E
AM 0717-571,0.003829,IB(s)m,B
AM 0720-723,0.005026,IB(s)m,B
AM 0737-691,0.004857,IBm:,B
AM 0813-284,0.005661,SB(s)m,B
AM 0956-263,,INTERACTING,E
AM 1001-270,0.001208,dE3.5,AB
AM 1014-331,0.009260,IB(s)m,B
AM 1016-332,0.009680,IB(s)m,B
AM 1108-463 NED01,0.019200,INTERACTING,E
AM 1204-292,0.006458,,E
AM 1252-300,,,E
AM 1257-435 NED02,0.032169,SAB(s)0^0^ pec,AB
AM 1257-435 NED02,0.032169,SAB(s)0^0^ pec,S0
AM 1312-322,,INTERACTING,E
AM 1318-444,0.002472,IBm,B
AM 1329-223,,INTERACTING,E
AM 1331-311 NED02,0.047219,COMPACT,S0
AM 1331-311 NED02,0.047219,COMPACT,E
AM 1334-420,,INTERACTING,E
AM 1339-445,0.002001,dE,E
AM 1357-504,-0.000160,IABm,AB
AM 1440-241,,,E
AM 1806-852,0.008578,E+S(?),E
AM 1901-385,,INTERACTING,E
AM 1912-401,,,E
AM 1930-344,,INTERACTING,E
AM 2006-564 NED01,0.056072,"E2,3",E
AM 2018-495,0.019050,SAB0^0^: pec;cD,AB
AM 2018-495,0.019050,SAB0^0^: pec;cD,S0
AM 2022-334 NED03,,,S0
AM 2022-334 NED03,,,E
AM 2041-335 NED02,0.028113,E,E
AM 2045-393 NED03,0.041025,,E
AM 2045-521,0.048277,S0,S0
AM 2046-520 NED02,0.031262,E,S0
AM 2049-522 NED01,0.048597,SA(r)0/a,S0
AM 2049-532,0.046700,INTERACTING,E
AM 2049-532 NED01,0.045355,E,E
AM 2052-594 NED02,0.055829,E,E
AM 2054-335,,INTERACTING,E
AM 2055-273 NED01,0.038600,S0,S0
AM 2055-322 NED01,0.032883,S0,S0
AM 2056-272,,INTERACTING,E
AM 2056-825,,INTERACTING,E
AM 2057-352 NED02,0.045488,E,E
AM 2059-730,,,E
AM 2100-352 NED03,0.031448,E,E
AM 2100-381 NED02,0.041075,E,E
AM 2101-353,0.032716,INTERACTING,E
AM 2102-285 NED01,0.033627,S0,S0
AM 2102-285 NED03,0.033436,S0,S0
AM 2103-583 NED01,0.025758,E,E
AM 2105-273 NED02,0.037900,S0,S0
AM 2105-434 NED01,0.016965,E,E
AM 2105-434 NED03,0.017058,E,E
AM 2105-530,,INTERACTING,E
AM 2105-530 NED02,0.034003,S0,S0
AM 2106-272,,INTERACTING,E
AM 2106-272 NED01,0.034294,E,E
AM 2107-251 NED01,0.072957,,S0
AM 2109-585 NED01,0.056929,S0,S0
AM 2111-274,0.041525,COMPACT,S0
AM 2116-452 NED01,0.052276,E,E
AM 2117-371,0.103768,E,E
AM 2117-673 NED02,0.034654,INTERACTING,S0
AM 2118-410 NED01,0.017562,E,E
AM 2119-475 NED02,0.046559,INTERACTING,E
AM 2120-362,0.029961,E              HII,E
AM 2125-280,,INTERACTING,E
AM 2128-461 NED02,,INTERACTING,E
AM 2131-323,,E,E
AM 2131-333 NED01,0.024794,INTERACTING,E
AM 2132-244,,INTERACTING,E
AM 2136-695 NED01,0.055865,,S0
AM 2137-424 NED01,0.008392,E,E
AM 2137-490,0.017999,COMPACT,S0
AM 2139-643,0.056376,INTERACTING,S0
AM 2141-491 NED01 SE,0.005157,E,E
AM 2144-551 NED02,0.038730,E,E
AM 2145-483,,SAB(s)m,AB
AM 2145-591,,INTERACTING,E
AM 2146-565 NED01,0.039617,S0,S0
AM 2146-565 NED02,0.040501,E,E
AM 2149-620,,INTERACTING,E
AM 2153-554 NED01,0.037526,E,E
AM 2153-554 NED02,0.036839,SA(rl)0^+,E
AM 2154-371,,,E
AM 2158-374 NED02,0.031922,E,E
AM 2158-380 NED02,0.033436,Sa;Radio galaxySy2,E
AM 2200-215 NED02,0.055325,S0,S0
AM 2201-411,0.036562,INTERACTING,E
AM 2205-575,,IB(s)m,B
AM 2206-500 NED02,0.027085,(R)SAB0^+,S0
AM 2208-625,,INTERACTING,E
AM 2210-303,,INTERACTING,E
AM 2212-550,0.039187,INTERACTING,E
AM 2219-235,0.038827,E,E
AM 2219-255 NED01,0.022712,S0-,E
AM 2219-255 NED02,0.022722,SAB(s)0+:,E
AM 2219-384,,INTERACTING,E
AM 2220-612,0.027432,S0,S0
AM 2221-413,0.010604,S0,S0
AM 2222-572 NED01,,INTERACTING,S0
AM 2223-345,0.059121,INTERACTING,E
AM 2223-433,0.093094,E,E
AM 2223-635 NED03,0.041158,(R)SAB(s:)0^+,S0
AM 2226-502,0.071640,S0,S0
AM 2226-570,0.065999,S0,S0
AM 2228-640,0.054908,(R')SAB(rs)0+: pec,S0
AM 2228-640,0.054908,(R')SAB(rs)0+: pec,AB
AM 2230-373 NED01,0.044111,S0,S0
AM 2236-331,0.013823,COMPACT,S0
AM 2237-610,,INTERACTING,S0
AM 2239-285,0.028343,S0,S0
AM 2239-303,,S0,S0
AM 2243-525,,,E
AM 2254-342,0.028713,S0,S0
AM 2254-524,,INTERACTING,E
AM 2254-652,0.040685,INTERACTING,S0
AM 2258-441 NED01,,INTERACTING,E
AM 2304-273,0.028787,E,E
AM 2304-431A NED03,0.033446,E,E
AM 2306-220 NED01,0.087481,E,E
AM 2306-465,0.055038,S0,S0
AM 2307-861,,INTERACTING,E
AM 2309-235 NED02,0.026582,E,E
AM 2317-535,0.046369,S0,S0
AM 2318-481,0.028353,S0,S0
AM 2319-234 NED01,0.028330,E,E
AM 2326-522,0.056482,S0,S0
AM 2326-661,0.054708,(R'_1)SAB(r)0/a,S0
AM 2331-624,,INTERACTING,E
AM 2332-623,,INTERACTING,E
AM 2335-513,,INTERACTING,E
AM 2336-580 NED01,0.032119,S0,S0
AM 2337-612,0.026258,S0,S0
AM 2337-624 NED02,0.030498,INTERACTING,S0
AM 2339-395,,S0,S0
AM 2339-661,0.035430,,B
AM 2339-675 NED01,0.028920,SA0^0^: pec,A
AM 2339-675 NED01,0.028920,SA0^0^: pec,S0
AM 2341-651,0.054718,S0,S0
AM 2345-665,0.037139,S0,S0
AM 2347-320 NED01,,E,E
AM 2352-273,,E,E
AM 2352-275 NED02,0.049988,E,E
AM 2353-400 NED01,0.051175,S0,S0
AM 2353-572,0.034317,S0- pec,S0
AM 2357-252,0.084735,INTERACTING,E
AM 2357-270 NED01,0.058951,E,E
AM 2358-433,,,E
AM 2359-441,0.039094,E+,S0
AM 2359-441,0.039094,E+,AB
APM 022712.20-340803.9,0.073000,S0,S0
APM 043824.17-353945.2,0.059700,S0,S0
APM 044040.06-325332.6,0.042820,S0,S0
APMBGC 053+093+075,,S0,S0
APMBGC 079+023+061,,S0,S0
APMBGC 079+035+123,,S0,S0
APMBGC 079+101+089,0.074000,S0,S0
APMBGC 079-041+057,,S0,S0
APMBGC 079-110+103,,S0,S0
APMBGC 080+092+093,,S0,S0
APMBGC 080-060+077,,S0,S0
APMBGC 081-083-114,,S0,S0
APMBGC 081-109-118,,S0,S0
APMBGC 108-071+003,,S0,S0
APMBGC 113-062-014,,S0,S0
APMBGC 117-085+046,,E,E
APMBGC 117-109+022,,S0,S0
APMBGC 118+106+126,,S0,S0
APMBGC 118+125+009,0.061696,S0,S0
APMBGC 118-003+003,,S0,S0
APMBGC 118-015+033,0.064695,S0,S0
APMBGC 118-080+080,,S0,S0
APMBGC 118-109+122,,S0,S0
APMBGC 145-051+103,,S0,S0
APMBGC 154-003-081,,,S0
APMBGC 157+078-135,,S0,S0
APMBGC 189+093-059,,S0,S0
APMBGC 237-040-101,,S0,S0
APMBGC 237-051+106,,E,E
APMBGC 247-066-076,,S0,S0
APMBGC 251-072-011,,E,E
APMBGC 286+007+043,,E,E
APMBGC 286-035-001,,E,E
APMBGC 288+102+066,,,E
APMBGC 288-060-067,,E,E
APMBGC 300-102-081,,S0,S0
APMBGC 303-069-020,,S0,S0
APMBGC 303-102-011,,S0,S0
APMBGC 304-108-110,,S0,S0
APMBGC 305+017+093,,S0,S0
APMBGC 305+017-004,0.042963,S0,S0
APMBGC 305+114+097,,S0,S0
APMBGC 341+102+005,,,E
APMBGC 341+118+017,0.039754,E,E
APMBGC 343+003-096,,E,E
APMBGC 349+106-044,,E,E
APMBGC 349-127+047,,E,E
APMBGC 350+104-015,0.053363,E,E
APMBGC 350-012-107,,E,E
APMBGC 351+033-032,,E,E
APMBGC 351-096-033,,S0,S0
APMBGC 352+021-056,0.035558,E,E
APMBGC 352-113+007,0.181100,E,E
APMBGC 353+068-033,,E,E
APMBGC 353-126+029,,E,E
APMBGC 354+084+012,,S0,S0
APMBGC 354+109+008,,S0,S0
APMBGC 354-054+015,,S0,S0
APMBGC 355+049-021,,S0,S0
APMBGC 355-035-073,0.077157,E,E
APMBGC 355-035-074,0.077907,S0,S0
APMBGC 355-044-069,,S0,S0
APMBGC 355-067-033,,S0,S0
APMBGC 356-007-003,0.036645,S0,S0
APMBGC 356-047-035,,S0,S0
APMBGC 356-093+058,,S0,S0
APMBGC 357+053-050,,S0,S0
APMBGC 357-020+042,,S0,S0
APMBGC 359+032+020,,S0,S0
APMBGC 359-023-037,,S0,S0
APMBGC 359-041-019,,S0,S0
APMBGC 359-123-023,,S0,S0
APMBGC 360+013-026,,S0,S0
APMBGC 360+039+024,,S0,S0
APMBGC 360+061-083,,S0,S0
APMBGC 360+069+129,0.050311,S0,S0
APMBGC 360-087-092,,S0,S0
APMBGC 360-123-075,0.060735,S0,S0
APMBGC 360-127-087,,S0,S0
APMBGC 361+056-076,,S0,S0
APMBGC 361+088-045,0.029741,S0,S0
APMBGC 361+097+092,,S0,S0
APMBGC 361+105+035,,S0,S0
APMBGC 361+125+113,,S0,S0
APMBGC 361-069+003,,S0,S0
APMBGC 361-102+082,,S0,S0
APMBGC 401+029-022,0.092507,E,E
APMBGC 401+050-062,0.101487,E,E
APMBGC 401+082-101,,E,E
APMBGC 401-130-114,,E,E
APMBGC 402+031+043,,S0,S0
APMBGC 402+065+077,,E,E
APMBGC 402+099-014,,E,E
APMBGC 403-031-019,,E,E
APMBGC 403-034-027,,E,E
APMBGC 404+100-088,,E,E
APMBGC 405+007+128,,E,E
APMBGC 405+049+119,0.007832,E,E
APMBGC 405-083+061,,E,E
APMBGC 406-032-031,,S0,S0
APMBGC 406-093+031,,S0,S0
APMBGC 406-114+050,,S0,S0
APMBGC 408+117-052,,S0,S0
APMBGC 408-091+018,,S0,S0
APMBGC 408-124+034,,S0,S0
APMBGC 409+018+083,,E,E
